VPVS_RATIO,P_IMPEDANCE,PHI
1.6903,11098084.0,0.1092
1.7058,11284737.0,0.1085
1.7147,11391408.0,0.1081
1.7351,11508772.0,0.1086
1.7695,11691900.0,0.1094
1.7711,11709166.0,0.1095
1.7763,11764946.0,0.1098
1.7877,11877219.0,0.1105
1.7897,11928225.0,0.111
1.7898,11931319.0,0.1111
1.7930000000000001,12008188.0,0.1119
1.7896,11993081.0,0.1133
1.7866,11987445.0,0.1145
1.784,11982695.0,0.1156
1.7815,11941753.0,0.1179
1.7772,11883281.0,0.1216
1.7763,11879749.0,0.1218
1.7644,11833584.0,0.124
1.7435,11736935.0,0.1279
1.7438,11701336.0,0.1292
1.7438,11697274.0,0.1294
1.7443,11619166.0,0.1318
1.7422,11566369.0,0.1327
1.7407,11531060.0,0.1333
1.7388,11486322.0,0.134
1.7624,11438580.0,0.134
1.7987,11379318.0,0.134
1.801,11375695.0,0.134
1.774,11349064.0,0.1326
1.7297,11317003.0,0.1303
1.7335,11337295.0,0.1295
1.7349,11344775.0,0.1292
1.7435,11397989.0,0.1273
1.7401,11372763.0,0.1264
1.7381,11361990.0,0.1258
1.7344,11341049.0,0.1248
1.7246,11260838.0,0.125
1.7114,11157682.0,0.1253
1.7089,11138402.0,0.1253
1.7144,11158701.0,0.1261
1.7234,11183717.0,0.1274
1.7224,11202451.0,0.1268
1.7216,11216986.0,0.1264
1.7186,11265522.0,0.1247
1.7421,11464695.0,0.122
1.7515,11543445.0,0.121
1.7826,11804162.0,0.1177
1.79,11907337.0,0.1151
1.7993,12033403.0,0.11199999999999999
1.8026,12078466.0,0.1109
1.8007,12148610.0,0.1101
1.7974,12253068.0,0.1089
1.794,12245811.0,0.1092
1.7889,12234765.0,0.1098
1.7751,12197974.0,0.1112
1.7717,12131665.0,0.1132
1.771,12116848.0,0.1136
1.7663,12023329.0,0.1164
1.7659,11951752.0,0.1177
1.7655,11878152.0,0.1191
1.7653,11836770.0,0.1199
1.7716,11791628.0,0.1206
1.7818,11712621.0,0.1216
1.7847,11716604.0,0.1217
1.7943,11729839.0,0.122
1.815,11762530.0,0.1226
1.8169,11744884.0,0.1225
1.817,11744249.0,0.1225
1.82,11726333.0,0.1223
1.82,11703870.0,0.1214
1.8201,11697482.0,0.1206
1.8201,11691973.0,0.1199
1.8148,11688367.0,0.1187
1.8062,11712560.0,0.1166
1.8069,11717098.0,0.1165
1.8178,11784162.0,0.1144
1.8371,11920679.0,0.1106
1.8436,12041524.0,0.1065
1.8444,12056510.0,0.1059
1.8567,12249452.0,0.0982
1.8594,12367486.0,0.0915
1.8614,12428760.0,0.0867
1.864,12509273.0,0.0805
1.8569,12539555.0,0.0758
1.8457,12565240.0,0.0686
1.8449,12566952.0,0.0681
1.8482,12610460.0,0.0675
1.8538,12693295.0,0.0665
1.8534,12686359.0,0.0688
1.8533,12683681.0,0.0696
1.8525,12692661.0,0.0746
1.8559999999999999,12736804.0,0.0799
1.8579,12766896.0,0.0829
1.8617,12827255.0,0.0887
1.8568,12824302.0,0.0915
1.85,12846843.0,0.0954
1.8487,12851292.0,0.0962
1.8243,12820464.0,0.0934
1.7846,12778910.0,0.0888
1.7844,12809983.0,0.0863
1.7842,12834745.0,0.0843
1.7836,12912125.0,0.077
1.7827,12943625.0,0.07400000000000001
1.7823,12949607.0,0.0728
1.7811,12969274.0,0.0691
1.7707,12934925.0,0.0708
1.7582,12869298.0,0.0729
1.7537,12845754.0,0.0737
1.75,12814081.0,0.0806
1.7441,12731994.0,0.0921
1.7409999999999999,12692600.0,0.0947
1.7362,12631387.0,0.0988
1.7235,12458398.0,0.1097
1.7243,12380587.0,0.111
1.7245,12367083.0,0.1113
1.7256,12278375.0,0.1132
1.7336,12221047.0,0.1097
1.7418,12180917.0,0.1062
1.7465,12157795.0,0.1041
1.7517,12066766.0,0.1018
1.7601,11933299.0,0.0979
1.7609,11918846.0,0.0984
1.7638,11868994.0,0.1002
1.7699,11777210.0,0.1041
1.7694,11724860.0,0.1084
1.7694,11722953.0,0.1086
1.7685,11662173.0,0.1154
1.7682,11633636.0,0.1191
1.768,11608536.0,0.1224
1.7677,11586670.0,0.1253
1.7693,11600920.0,0.1267
1.7718,11583910.0,0.1292
1.7718,11584686.0,0.1292
1.7732,11598118.0,0.129
1.7755,11588843.0,0.1286
1.7808,11587240.0,0.1283
1.7815,11587054.0,0.1283
1.7914,11587031.0,0.1278
1.7948,11586732.0,0.127
1.7972,11598747.0,0.1264
1.8004,11614602.0,0.1256
1.7990000000000002,11640016.0,0.1239
1.7969,11689421.0,0.1212
1.7968,11692995.0,0.121
1.7874,11705000.0,0.1187
1.7721,11725995.0,0.1148
1.7668,11753011.0,0.1129
1.7647,11763710.0,0.1122
1.7525,11845248.0,0.10800000000000001
1.7567,11952634.0,0.1054
1.7590000000000001,12022049.0,0.1041
1.7637,12164881.0,0.1013
1.775,12266782.0,0.0984
1.7906,12431892.0,0.0946
1.7938,12465516.0,0.0938
1.8015,12569956.0,0.0902
1.8143,12761994.0,0.0843
1.8145,12840977.0,0.08199999999999999
1.8146,12905957.0,0.0801
1.815,13126813.0,0.0731
1.8043,13237630.0,0.0688
1.8003,13267000.0,0.0671
1.7866,13366784.0,0.0616
1.7756,13514181.0,0.0575
1.7621,13632713.0,0.0525
1.757,13677053.0,0.0507
1.755,13792890.0,0.0485
1.7515,13920940.0,0.0449
1.7558,13930658.0,0.0456
1.7627,13946379.0,0.0467
1.7813,13999705.0,0.0496
1.7893,13793847.0,0.0548
1.7909,13762033.0,0.0559
1.8021,13547771.0,0.0633
1.8046,13267916.0,0.0705
1.8071,13036831.0,0.078
1.8085,12905116.0,0.0824
1.8123,12898313.0,0.0883
1.8184,12892897.0,0.098
1.8145,12901504.0,0.0982
1.8002,12932742.0,0.0987
1.7701,12960259.0,0.0998
1.7803,13185407.0,0.0967
1.7807,13194781.0,0.0966
1.7977,13552741.0,0.0917
1.7996,13611371.0,0.0862
1.8012,13664355.0,0.0815
1.8027,13711980.0,0.0772
1.81,13771849.0,0.0729
1.8221,13865763.0,0.0658
1.8223,13867930.0,0.0658
1.8274,13909496.0,0.0654
1.8361,14002429.0,0.0646
1.8346,13997429.0,0.0659
1.8344,13996711.0,0.0661
1.8315,14023842.0,0.0685
1.8253,13966809.0,0.0716
1.821,13929871.0,0.0737
1.8153,13880816.0,0.0765
1.7996,13747449.0,0.0804
1.7765,13517597.0,0.0862
1.7747,13500433.0,0.0866
1.7606,13501717.0,0.0881
1.7374,13464659.0,0.0906
1.7445,13531528.0,0.0894
1.7475,13559126.0,0.08900000000000001
1.7645,13695524.0,0.0863
1.7769,13702692.0,0.0847
1.7836,13701845.0,0.0838
1.7975,13700052.0,0.08199999999999999
1.7941,13671436.0,0.0788
1.7894,13622054.0,0.0745
1.7884,13611772.0,0.0736
1.7746,13485630.0,0.0685
1.7523,13274381.0,0.06
1.7457,13257765.0,0.057999999999999996
1.7401,13243820.0,0.0563
1.72,13189171.0,0.0502
1.7285,13202702.0,0.052000000000000005
1.7317,13210812.0,0.0527
1.7427,13239041.0,0.055
1.7522,13070926.0,0.0604
1.7633,12898526.0,0.067
1.7674,12834664.0,0.0694
1.7709,12603486.0,0.0756
1.7765,12322849.0,0.0857
1.7765,12252262.0,0.0872
1.7765,12137415.0,0.0897
1.7765,11918200.0,0.0961
1.7804,11998170.0,0.0967
1.7813,12015194.0,0.0969
1.787,12136265.0,0.0977
1.7956,12437017.0,0.0944
1.8048,12732396.0,0.091
1.8105,12914780.0,0.0889
1.8121,13254057.0,0.0816
1.8149,13777107.0,0.0696
1.8161,13848859.0,0.0681
1.8207,14125685.0,0.0626
1.8309,14710056.0,0.0511
1.8135,14734412.0,0.0468
1.8129,14733868.0,0.0466
1.7849,14710213.0,0.0397
1.7851,14602664.0,0.0408
1.7853,14470686.0,0.0418
1.7855,14351837.0,0.0426
1.7894,14200976.0,0.048
1.7957,13922875.0,0.057
1.7953,13911834.0,0.0572
1.7953,13911440.0,0.0572
1.7879,13660567.0,0.0622
1.7756,13299686.0,0.0708
1.7928,13156847.0,0.0743
1.7954,13135545.0,0.0749
1.8272,12994707.0,0.0817
1.8347,12931321.0,0.0831
1.8398,12926229.0,0.0841
1.8468,12919390.0,0.0855
1.8371,12935919.0,0.08199999999999999
1.8226,12941155.0,0.0768
1.8214,12941606.0,0.0764
1.8163,13057542.0,0.0712
1.8078,13160515.0,0.0628
1.8026,13215031.0,0.0622
1.8004,13238238.0,0.0619
1.7881,13300702.0,0.0605
1.7855,13249075.0,0.0614
1.7841,13223875.0,0.0619
1.7811,13170796.0,0.0629
1.7747,13039526.0,0.0657
1.7662,12892128.0,0.0695
1.7644,12860955.0,0.0703
1.7661,12722191.0,0.0751
1.7690000000000001,12509127.0,0.083
1.7678,12489114.0,0.0851
1.7669,12471865.0,0.0869
1.7635,12396967.0,0.0934
1.7641,12423865.0,0.0956
1.7644,12438292.0,0.0963
1.7652,12489644.0,0.099
1.7601,12484440.0,0.1014
1.754,12509438.0,0.1041
1.7516,12518999.0,0.1051
1.7515,12474664.0,0.1035
1.7512,12426858.0,0.1009
1.7544,12446317.0,0.0993
1.7598,12479618.0,0.0966
1.7739,12534952.0,0.0895
1.774,12695005.0,0.0872
1.774,12721943.0,0.0868
1.7741,12925251.0,0.0835
1.7698,13059045.0,0.0835
1.7653,13183605.0,0.0836
1.7626,13260949.0,0.0836
1.7743,13353081.0,0.0849
1.7941,13476354.0,0.0869
1.7954,13487609.0,0.0869
1.8007,13531985.0,0.0867
1.8118,13595534.0,0.0863
1.8016,13544577.0,0.08199999999999999
1.8013,13543234.0,0.0819
1.7847,13467300.0,0.0749
1.7774,13374537.0,0.0709
1.7713,13320000.0,0.0676
1.7656,13269807.0,0.0645
1.7599,13117184.0,0.0674
1.7505,12915335.0,0.0722
1.7505,12907394.0,0.0724
1.7497,12700377.0,0.0788
1.7484,12390990.0,0.0898
1.7632,12337719.0,0.0949
1.7656,12329253.0,0.0957
1.7933,12271386.0,0.1054
1.8015,12334655.0,0.10800000000000001
1.8072,12394744.0,0.1097
1.8152,12478378.0,0.1122
1.8176,12600120.0,0.1126
1.8214,12768370.0,0.1133
1.8217,12782994.0,0.1133
1.8151,12903350.0,0.1119
1.8039,13018198.0,0.1095
1.7945,13101305.0,0.107
1.7903,13137918.0,0.1058
1.7673,13275102.0,0.0999
1.7789,13390478.0,0.0964
1.785,13447334.0,0.0946
1.7985,13571930.0,0.0906
1.7963,13375266.0,0.0892
1.7933,13137863.0,0.0874
1.7927,13086488.0,0.087
1.7923,12845538.0,0.0864
1.7916,12460218.0,0.0854
1.7844,12337911.0,0.0843
1.778,12230848.0,0.0833
1.7566,11867291.0,0.08
1.7665,11873294.0,0.0762
1.77,11878624.0,0.0748
1.7829,11898114.0,0.0699
1.78,11927354.0,0.0646
1.7766,11982659.0,0.0585
1.7752,12004528.0,0.055999999999999994
1.7695,11967250.0,0.0536
1.7601,11914439.0,0.0497
1.7582,11895186.0,0.0503
1.755,11861523.0,0.0514
1.7468,11750251.0,0.0541
1.7409,11674697.0,0.0558
1.7398,11658398.0,0.0562
1.7314,11533852.0,0.0587
1.7344,11512654.0,0.0617
1.7374,11502212.0,0.0648
1.7393,11495718.0,0.0667
1.7499,11508194.0,0.071
1.7676,11565852.0,0.0781
1.7686,11567359.0,0.0792
1.7727,11573451.0,0.0834
1.7811,11602260.0,0.092
1.7816,11621954.0,0.096
1.7816,11622060.0,0.0961
1.7825,11631037.0,0.1024
1.7815,11687302.0,0.1027
1.7806,11726176.0,0.1028
1.7797,11762989.0,0.10300000000000001
1.7811,11863231.0,0.1007
1.7834,12020732.0,0.0969
1.7835,12022359.0,0.0969
1.7879,12075444.0,0.0941
1.7956,12170205.0,0.0893
1.7962,12181290.0,0.0883
1.7963,12183154.0,0.0882
1.7976,12224940.0,0.0862
1.7911,12201851.0,0.0869
1.7867,12199667.0,0.0874
1.7805,12196568.0,0.08800000000000001
1.7793,12214165.0,0.08900000000000001
1.7775,12257595.0,0.0906
1.7773,12261531.0,0.0907
1.7889,12344095.0,0.0922
1.8081,12475599.0,0.0948
1.8111,12467114.0,0.0963
1.8124,12463306.0,0.09699999999999999
1.8195,12425745.0,0.1007
1.8136,12329454.0,0.1024
1.8107,12275940.0,0.1032
1.8043,12160374.0,0.1051
1.7919,12073117.0,0.106
1.7755,11947639.0,0.1072
1.7719,11919578.0,0.1075
1.7697,11864565.0,0.1092
1.7663,11774868.0,0.1122
1.7616,11739239.0,0.1127
1.7573,11706812.0,0.1131
1.7427,11604273.0,0.1146
1.7348,11554190.0,0.1133
1.7321,11535864.0,0.1129
1.7221,11468300.0,0.1112
1.7138,11424733.0,0.1075
1.7041,11370781.0,0.1032
1.7003,11349331.0,0.1015
1.6966,11353433.0,0.09699999999999999
1.6907,11376736.0,0.0897
1.6944,11415014.0,0.0885
1.7013,11485049.0,0.0862
1.7193,11704940.0,0.0806
1.7306,11823520.0,0.0791
1.7327,11847121.0,0.0789
1.7498,12039376.0,0.0768
1.7612,12201491.0,0.0765
1.7729,12333749.0,0.0761
1.7804,12418776.0,0.076
1.7913,12589090.0,0.0741
1.8099,12781616.0,0.071
1.8112,12815904.0,0.0701
1.8168,12965781.0,0.0658
1.8288,13219267.0,0.0573
1.8349,13423485.0,0.0508
1.835,13427018.0,0.0507
1.8456,13816895.0,0.0402
1.8296,13963944.0,0.0351
1.8157,14152177.0,0.0308
1.8019999999999998,14336879.0,0.0267
1.7807,14319557.0,0.0248
1.7458,14400672.0,0.0217
1.7454,14397188.0,0.0217
1.732,14244237.0,0.0226
1.7102,14027866.0,0.024
1.7256,13941014.0,0.0263
1.7284,13925700.0,0.0267
1.7573,13718734.0,0.0312
1.7665,13630485.0,0.0356
1.7725,13545948.0,0.0386
1.7811,13426265.0,0.0428
1.7931,13424399.0,0.0472
1.8111,13386054.0,0.0538
1.8128,13382378.0,0.0545
1.814,13382968.0,0.0578
1.8158,13386244.0,0.0634
1.8162,13369643.0,0.0648
1.8164,13361945.0,0.0654
1.8175,13338331.0,0.0686
1.8165,13314082.0,0.0693
1.8161,13307683.0,0.0697
1.815,13293459.0,0.0705
1.8136,13298037.0,0.0703
1.8116,13296330.0,0.0701
1.8112,13295921.0,0.0701
1.808,13293994.0,0.0694
1.8028,13263725.0,0.0682
1.8019,13254201.0,0.0676
1.8011,13245213.0,0.0671
1.7982,13203486.0,0.0654
1.7972,13127723.0,0.0661
1.7968,13101341.0,0.0663
1.7955,13001283.0,0.0672
1.7932,12889014.0,0.0717
1.7905,12761898.0,0.0769
1.7895,12710498.0,0.079
1.8068,12670709.0,0.083
1.8352,12610821.0,0.0895
1.8358,12601339.0,0.0893
1.837,12583651.0,0.0889
1.8398,12565408.0,0.0879
1.8419999999999999,12549646.0,0.0853
1.8423,12550481.0,0.0848
1.8455,12557524.0,0.081
1.8511,12521045.0,0.0793
1.8567,12483139.0,0.0776
1.8603,12458964.0,0.0765
1.8405,12387399.0,0.0762
1.8085,12246657.0,0.0757
1.8069,12240545.0,0.0758
1.7997,12213130.0,0.0766
1.7852,12133704.0,0.0781
1.7834,12147987.0,0.0803
1.7834,12148111.0,0.0803
1.7804,12168040.0,0.084
1.7821,12195085.0,0.0861
1.7836,12222867.0,0.0879
1.785,12250010.0,0.0896
1.7872,12262325.0,0.0912
1.7907,12292705.0,0.0939
1.7907,12292165.0,0.0939
1.7875,12258227.0,0.0951
1.7822,12212127.0,0.0972
1.7782,12171606.0,0.0971
1.7775,12164045.0,0.0971
1.7699,12091207.0,0.09699999999999999
1.77,12079835.0,0.0959
1.77,12072391.0,0.0951
1.7701,12061531.0,0.094
1.7753,12118644.0,0.0934
1.7832,12201619.0,0.0925
1.784,12210082.0,0.0924
1.7906,12303295.0,0.0927
1.8017,12453552.0,0.0932
1.7969,12519609.0,0.0937
1.7945,12551677.0,0.094
1.7825,12705923.0,0.0953
1.7947,12729013.0,0.0964
1.8009,12740031.0,0.0969
1.815,12765332.0,0.0982
1.8156,12763345.0,0.0989
1.8163,12771352.0,0.0999
1.8165,12773271.0,0.1002
1.8197,12765959.0,0.1009
1.825,12772434.0,0.1023
1.8261,12764694.0,0.1027
1.8271,12757194.0,0.1031
1.8306,12735689.0,0.1044
1.8348,12745136.0,0.1038
1.8362,12743179.0,0.1036
1.8418,12735468.0,0.1027
1.844,12767365.0,0.1003
1.8466,12781873.0,0.0974
1.8477,12787922.0,0.0962
1.8472,12799419.0,0.0935
1.8462,12805821.0,0.0891
1.845,12790975.0,0.0886
1.8427,12762425.0,0.0878
1.837,12702230.0,0.0858
1.825,12592740.0,0.0872
1.8230000000000002,12575302.0,0.0875
1.8057,12423531.0,0.0897
1.7989,12334271.0,0.0936
1.7923,12250586.0,0.0975
1.788,12196282.0,0.1
1.7869,12148376.0,0.1036
1.785,12087326.0,0.1095
1.7876,12089637.0,0.1097
1.8001,12100456.0,0.1106
1.825,12142727.0,0.1123
1.8304,12177262.0,0.1113
1.8304,12177295.0,0.1113
1.8395,12228925.0,0.1097
1.8388,12227637.0,0.109
1.8382,12214330.0,0.1085
1.8377,12201232.0,0.10800000000000001
1.8357,12182084.0,0.1096
1.8325,12133980.0,0.1123
1.8325,12133897.0,0.1123
1.8318,12125176.0,0.1149
1.8307,12117319.0,0.1191
1.8332,12130161.0,0.1205
1.8337,12132739.0,0.1207
1.8386,12171707.0,0.1234
1.838,12163006.0,0.1226
1.8375,12158247.0,0.1221
1.8369,12151139.0,0.1213
1.8263,12114982.0,0.1185
1.8106,12064837.0,0.1144
1.8089,12059490.0,0.1139
1.8045,12009504.0,0.1123
1.7974,11938304.0,0.1095
1.7953,11909100.0,0.1099
1.7942,11894685.0,0.11
1.7889,11844139.0,0.1108
1.7930000000000001,11856301.0,0.11199999999999999
1.7951,11864643.0,0.1125
1.7999,11884015.0,0.1138
1.8047,11910266.0,0.1158
1.811,11939998.0,0.1184
1.8125,11947331.0,0.11900000000000001
1.8225,11991380.0,0.1211
1.8389,12047307.0,0.1246
1.8424,12061705.0,0.125
1.8458,12076072.0,0.1254
1.8573,12102673.0,0.1269
1.8566,12074580.0,0.1264
1.8564,12060099.0,0.1263
1.8556,12002105.0,0.1257
1.8486,11905153.0,0.1253
1.8406,11798474.0,0.1248
1.8372,11753488.0,0.1246
1.8299,11664333.0,0.1248
1.8181,11545281.0,0.1251
1.82,11543841.0,0.1253
1.8237,11541020.0,0.1255
1.8331,11546116.0,0.1262
1.8523,11651084.0,0.1255
1.8554,11666256.0,0.1254
1.8847,11807818.0,0.1244
1.879,11953921.0,0.1218
1.8732,12092504.0,0.1191
1.8693,12186903.0,0.1174
1.8634,12307041.0,0.1142
1.8535,12528530.0,0.1089
1.8531,12538859.0,0.1085
1.8509,12590216.0,0.1063
1.8466,12714799.0,0.102
1.8438,12728662.0,0.1007
1.8438,12728746.0,0.1007
1.8392,12767024.0,0.0987
1.8416,12746552.0,0.0991
1.8435,12740434.0,0.0995
1.8455,12734293.0,0.0998
1.8545,12736729.0,0.1013
1.8693,12761410.0,0.1037
1.8694,12761458.0,0.1037
1.8755,12802491.0,0.1049
1.8857,12876050.0,0.1067
1.8866,12920986.0,0.1066
1.8868,12930347.0,0.1066
1.8887,13020505.0,0.1064
1.8742,13045743.0,0.1023
1.8648,13059711.0,0.0995
1.8506,13080865.0,0.0954
1.8375,13099907.0,0.0885
1.8181,13109475.0,0.0783
1.8159999999999998,13110535.0,0.0772
1.8202,13186477.0,0.0734
1.8271,13287806.0,0.0672
1.8277,13306738.0,0.0659
1.828,13316455.0,0.0652
1.8293,13333735.0,0.062
1.8271,13389756.0,0.061
1.8259999999999998,13410674.0,0.0604
1.8234,13460696.0,0.0592
1.8105,13484860.0,0.057
1.7934,13506309.0,0.0541
1.7891,13511790.0,0.0534
1.7875,13569134.0,0.05
1.7848,13681120.0,0.0443
1.7835,13700906.0,0.0435
1.7821,13721236.0,0.0426
1.7777,13796274.0,0.0398
1.7803,13835954.0,0.0404
1.7812,13847919.0,0.0406
1.7847,13897540.0,0.0413
1.7796,13757925.0,0.0443
1.7739,13601965.0,0.0477
1.7715,13535175.0,0.0492
1.7719,13463791.0,0.0536
1.7726,13372420.0,0.0607
1.7751,13382523.0,0.0615
1.7802,13403235.0,0.063
1.7927,13443204.0,0.0666
1.7972,13439757.0,0.0654
1.7979,13436732.0,0.0652
1.8048,13407238.0,0.0635
1.7996,13406961.0,0.062
1.7946,13398202.0,0.0606
1.7912,13392247.0,0.0597
1.7869,13390785.0,0.0585
1.7798,13425665.0,0.0567
1.78,13433228.0,0.0568
1.781,13472932.0,0.0568
1.7831,13588221.0,0.0569
1.7877,13615978.0,0.059000000000000004
1.7878,13616342.0,0.059000000000000004
1.7955,13674608.0,0.0624
1.7937,13628008.0,0.0639
1.7922,13578081.0,0.0652
1.7907,13527488.0,0.0664
1.8057,13451345.0,0.0665
1.8299,13292590.0,0.0665
1.8299,13292085.0,0.0665
1.8169,13284077.0,0.0649
1.7954,13246721.0,0.0622
1.7968,13212794.0,0.061
1.7971,13205407.0,0.0608
1.7998,13136237.0,0.0584
1.8025,13156718.0,0.06
1.8043,13179696.0,0.0611
1.8071,13215373.0,0.0627
1.805,13159638.0,0.065
1.8018,13099453.0,0.0683
1.8015,13092470.0,0.0688
1.7999,13044811.0,0.0702
1.7974,12974812.0,0.0725
1.7901,12922814.0,0.0727
1.7863,12895525.0,0.0728
1.7684,12747803.0,0.0732
1.7762,12809098.0,0.0727
1.7799,12832420.0,0.0726
1.7891,12889484.0,0.0721
1.8022,12949306.0,0.07200000000000001
1.8195,13029641.0,0.07200000000000001
1.8241,13050720.0,0.07200000000000001
1.8168,12952218.0,0.0727
1.805,12816854.0,0.07400000000000001
1.8062,12817322.0,0.0745
1.8074,12817852.0,0.075
1.8113,12855560.0,0.0767
1.8124,12953946.0,0.0776
1.8128,12986560.0,0.078
1.8142,13126463.0,0.0793
1.8187,13192140.0,0.0814
1.8239,13256488.0,0.0838
1.8262,13285198.0,0.0849
1.8415,13308110.0,0.0879
1.8668,13327566.0,0.0929
1.8632,13301569.0,0.0934
1.8556,13246961.0,0.0945
1.8374,13103246.0,0.0971
1.8323,13020989.0,0.0979
1.8315,13008143.0,0.098
1.8239,12878444.0,0.0992
1.8233,12855797.0,0.0996
1.8227,12825336.0,0.0999
1.8223,12804302.0,0.1001
1.8214,12778078.0,0.0993
1.8199,12734615.0,0.098
1.8215,12726993.0,0.0976
1.8302,12685321.0,0.0954
1.8471,12630457.0,0.0909
1.8361,12513621.0,0.0878
1.8359,12511339.0,0.0878
1.8179,12361675.0,0.0826
1.8101,12263061.0,0.0811
1.804,12192554.0,0.0799
1.7977,12120394.0,0.0787
1.8071,12101210.0,0.0794
1.8222,12036057.0,0.0804
1.8223,12035565.0,0.0805
1.8233,12085786.0,0.0822
1.8251,12120675.0,0.0851
1.8327,12110001.0,0.0859
1.8345,12107560.0,0.0861
1.85,12081982.0,0.0879
1.8467,12051516.0,0.0881
1.8447,12047550.0,0.0882
1.8414,12041283.0,0.0884
1.8297,12057900.0,0.0879
1.8124,12116391.0,0.0872
1.8103,12123589.0,0.0872
1.8172,12230529.0,0.0857
1.8286,12445040.0,0.0833
1.8369,12535242.0,0.0817
1.8415,12584749.0,0.0809
1.8632,12834377.0,0.0768
1.8651,12882209.0,0.0736
1.8661,12897099.0,0.07200000000000001
1.8684,12934001.0,0.0682
1.8636,12908628.0,0.0653
1.8574,12820674.0,0.0615
1.8557,12797484.0,0.0605
1.8413,12769316.0,0.0584
1.8177,12665834.0,0.055
1.8159,12673451.0,0.0549
1.814,12681718.0,0.0549
1.8078,12694185.0,0.0546
1.8111,12665105.0,0.0581
1.8121,12659564.0,0.0592
1.8165,12635485.0,0.064
1.8174,12553288.0,0.0714
1.8184,12484706.0,0.0799
1.8189,12453855.0,0.0837
1.8279,12347185.0,0.0917
1.8424,12213673.0,0.1049
1.8418,12194916.0,0.1063
1.8405,12154171.0,0.1093
1.8374,12081191.0,0.1165
1.8383,12081417.0,0.1152
1.8384,12080744.0,0.115
1.8397,12073778.0,0.1131
1.8423,12102065.0,0.1092
1.8448,12113389.0,0.1054
1.8466,12121372.0,0.1028
1.8465,12131225.0,0.1005
1.8465,12140328.0,0.0968
1.8461,12141901.0,0.0966
1.844,12150821.0,0.0951
1.8401,12176514.0,0.0923
1.8371,12185690.0,0.0913
1.837,12185956.0,0.0913
1.8319,12193147.0,0.0896
1.8282,12179707.0,0.0891
1.8252,12158782.0,0.0888
1.8221,12136673.0,0.0884
1.8146,12116704.0,0.0883
1.8024,12079517.0,0.0881
1.8023,12079066.0,0.0881
1.8112,12056799.0,0.0884
1.8259999999999998,12046432.0,0.08900000000000001
1.8187,12052298.0,0.0899
1.817,12053697.0,0.0901
1.8023,12094145.0,0.0921
1.7988,12122583.0,0.0942
1.7966,12141557.0,0.0955
1.7931,12171984.0,0.0977
1.7898,12182198.0,0.0999
1.7851,12179308.0,0.1031
1.7845,12178941.0,0.1035
1.7862,12179915.0,0.1048
1.7891,12153351.0,0.1071
1.7936,12160586.0,0.107
1.7962,12164635.0,0.107
1.808,12171236.0,0.1068
1.8109,12161880.0,0.1048
1.8123,12157424.0,0.1039
1.8158,12146125.0,0.1016
1.8174,12130502.0,0.1004
1.8196,12120969.0,0.0988
1.8201,12118385.0,0.0984
1.8208,12118914.0,0.0984
1.8219,12123119.0,0.0983
1.825,12121933.0,0.0986
1.8284,12120632.0,0.0989
1.839,12126858.0,0.1
1.8403,12139069.0,0.1011
1.8407,12144003.0,0.1014
1.8424,12166286.0,0.10300000000000001
1.8464,12193374.0,0.1035
1.851,12227606.0,0.10400000000000001
1.8531,12243476.0,0.1043
1.8501,12225102.0,0.1036
1.8451,12196563.0,0.1026
1.8430000000000002,12182779.0,0.1024
1.8382,12151882.0,0.102
1.827,12072467.0,0.10099999999999999
1.818,12041532.0,0.1017
1.8168,12037104.0,0.1018
1.8033,11987048.0,0.1029
1.8137,11966241.0,0.1048
1.8237,11951211.0,0.1067
1.8308,11940506.0,0.10800000000000001
1.8435,11976152.0,0.1099
1.8645,12053962.0,0.113
1.8658,12060193.0,0.1131
1.8736,12098528.0,0.1141
1.8886,12178799.0,0.1161
1.8944,12240287.0,0.1158
1.8946,12242429.0,0.1158
1.9045,12341819.0,0.1153
1.913,12429927.0,0.1131
1.9197,12495192.0,0.1114
1.9271,12566067.0,0.1095
1.929,12614826.0,0.109
1.932,12697608.0,0.1081
1.9321,12698933.0,0.1081
1.9380000000000002,12773733.0,0.1099
1.9480000000000002,12878421.0,0.1127
1.9543,12925697.0,0.1136
1.9559,12937559.0,0.1138
1.9692,13013198.0,0.1157
1.9244,13009012.0,0.1142
1.8963,13005428.0,0.1133
1.8504,12999556.0,0.1119
1.857,12954658.0,0.1112
1.8665,12918229.0,0.1101
1.8677,12913410.0,0.11
1.8496,12800545.0,0.1117
1.8203,12655931.0,0.1145
1.8192,12638945.0,0.1163
1.8186,12629186.0,0.1173
1.8158,12592832.0,0.1219
1.851,12377829.0,0.1237
1.8667,12274808.0,0.1246
1.906,12017126.0,0.1268
1.874,11711979.0,0.1271
1.8353,11317710.0,0.1276
1.8249,11212029.0,0.1278
1.7887,11061686.0,0.1278
1.7311,10814090.0,0.1279
1.7292,10791686.0,0.1283
1.7271,10766197.0,0.1286
1.7206,10698113.0,0.1299
1.7268,10825849.0,0.1288
1.7286,10866613.0,0.1284
1.7372,11058864.0,0.1269
1.7509,11231415.0,0.1229
1.7668,11429089.0,0.1183
1.7745,11524449.0,0.1162
1.7887,11678263.0,0.1125
1.8128,11940565.0,0.1064
1.8156,11966641.0,0.1061
1.8221,12027973.0,0.1055
1.8377,12212380.0,0.10400000000000001
1.835,12231354.0,0.1053
1.8347,12238350.0,0.1055
