VPVS_RATIO,P_IMPEDANCE,PHI
1.791,12876310.0,0.1013
1.7824,12997627.0,0.1001
1.7792,13017693.0,0.0995
1.7787,13018954.0,0.0994
1.7739,13029989.0,0.0984
1.7751,13043245.0,0.0965
1.7763,13059590.0,0.0945
1.7771,13070355.0,0.0932
1.7789,13143086.0,0.0913
1.7819999999999998,13284292.0,0.0882
1.7819999999999998,13300535.0,0.08800000000000001
1.7821,13377783.0,0.0874
1.7823,13542661.0,0.0861
1.7769,13570098.0,0.086
1.7769,13570152.0,0.086
1.7679,13618587.0,0.086
1.7641,13601721.0,0.0859
1.7609,13590754.0,0.0859
1.7578,13579958.0,0.0858
1.7553,13557134.0,0.086
1.7514,13550107.0,0.0863
1.7513,13550077.0,0.0864
1.7464,13544990.0,0.0879
1.7382,13549112.0,0.0905
1.7387,13576721.0,0.0929
1.7388,13582217.0,0.0933
1.7399,13627954.0,0.098
1.7608,13648710.0,0.1021
1.7747,13655672.0,0.1048
1.7954,13666069.0,0.1089
1.8001,13594314.0,0.1128
1.807,13488167.0,0.1186
1.8077,13476980.0,0.1192
1.8124,13378099.0,0.1206
1.82,13218264.0,0.1228
1.8181,13140160.0,0.122
1.8171,13101705.0,0.1215
1.8125,12911898.0,0.1194
1.7983,12900833.0,0.1174
1.7914,12893141.0,0.1164
1.7751,12875213.0,0.1141
1.7785,12925618.0,0.1118
1.7831,12994643.0,0.1086
1.7842,13011746.0,0.1079
1.7842,13040570.0,0.1062
1.7841,13102276.0,0.1036
1.7886,13105258.0,0.1032
1.7930000000000001,13108188.0,0.1027
1.8077,13120490.0,0.1013
1.804,13131281.0,0.1003
1.8028,13131491.0,0.0999
1.7979,13132257.0,0.0986
1.7889,13146238.0,0.098
1.7786,13153468.0,0.0972
1.7741,13156582.0,0.0969
1.7906,13211813.0,0.0969
1.818,13327165.0,0.0968
1.8189,13342545.0,0.0965
1.8208,13373176.0,0.0961
1.8255,13473631.0,0.095
1.8282,13521211.0,0.0938
1.8286,13529940.0,0.0936
1.8326,13610406.0,0.0917
1.8364,13634540.0,0.0915
1.8401,13654836.0,0.0913
1.8425,13668312.0,0.0912
1.8366,13672359.0,0.0921
1.827,13654490.0,0.0936
1.829,13656858.0,0.0939
1.8388,13668491.0,0.0953
1.8582,13674566.0,0.0981
1.858,13653152.0,0.0992
1.858,13653055.0,0.0992
1.8578,13622644.0,0.1011
1.8517,13633526.0,0.1006
1.8466,13644303.0,0.1003
1.8416,13655093.0,0.0999
1.837,13588057.0,0.0985
1.8296,13451120.0,0.0962
1.8296,13451066.0,0.0962
1.8262,13434108.0,0.0944
1.8206,13355201.0,0.0915
1.8193,13366489.0,0.0905
1.819,13368862.0,0.0903
1.8163,13341060.0,0.0883
1.7990000000000002,13417484.0,0.0887
1.7875,13460254.0,0.08900000000000001
1.7696,13526361.0,0.0894
1.7895,13582877.0,0.0916
1.8197,13690371.0,0.0948
1.8232,13702560.0,0.0952
1.8222,13606589.0,0.0982
1.8207,13494678.0,0.1031
1.8145,13416665.0,0.1046
1.8114,13376870.0,0.1053
1.7962,13236653.0,0.1089
1.7924,13139353.0,0.1098
1.7906,13100944.0,0.1103
1.7863,13010575.0,0.1113
1.7969,12998044.0,0.1145
1.8109,12995574.0,0.1187
1.8144,12994942.0,0.1197
1.8266,12923839.0,0.1266
1.8465,12821861.0,0.138
1.8466,12740136.0,0.141
1.8466,12657787.0,0.1439
1.8469,12396507.0,0.1537
1.8175,12169510.0,0.1571
1.8083,12095706.0,0.1583
1.7716,11800234.0,0.1629
1.7783,11652405.0,0.1636
1.7857,11472274.0,0.1645
1.7889,11395596.0,0.1648
1.7986,11312016.0,0.1644
1.8143,11165351.0,0.1636
1.8128,11150499.0,0.16399999999999998
1.8096,11120106.0,0.1648
1.8019999999999998,11061295.0,0.1666
1.8119,11087419.0,0.1685
1.8134,11094530.0,0.1688
1.8283,11163835.0,0.1715
1.8342,11181099.0,0.1714
1.8401,11207838.0,0.1712
1.844,11225966.0,0.1711
1.8492,11281296.0,0.1686
1.8579,11363722.0,0.1644
1.8583,11374969.0,0.1639
1.8609,11433671.0,0.1617
1.8659999999999999,11531086.0,0.1572
1.8619999999999999,11521895.0,0.156
1.8619,11521792.0,0.156
1.8553,11496299.0,0.154
1.8631,11462177.0,0.153
1.8694,11434122.0,0.1522
1.8757,11405589.0,0.1514
1.8649,11388611.0,0.1511
1.8471,11359479.0,0.1507
1.8471,11359340.0,0.1507
1.8555,11357902.0,0.1508
1.8693,11341616.0,0.151
1.8645,11351505.0,0.1511
1.8635,11353682.0,0.1511
1.8538,11358838.0,0.1514
1.857,11378401.0,0.1519
1.859,11388856.0,0.1523
1.8622,11405040.0,0.1529
1.8688,11376836.0,0.1543
1.8786,11342933.0,0.1563
1.8797,11338980.0,0.1566
1.8812,11314301.0,0.1584
1.8837,11285796.0,0.1614
1.8851,11271085.0,0.1623
1.8859,11263339.0,0.1627
1.8894,11232956.0,0.165
1.8898,11239670.0,0.1641
1.8899,11241963.0,0.1637
1.8904,11247571.0,0.1627
1.8875,11242861.0,0.1596
1.8838,11243203.0,0.1556
1.8829,11243282.0,0.1545
1.8789,11202302.0,0.1524
1.8725,11159824.0,0.1489
1.8733,11144646.0,0.1491
1.874,11128784.0,0.1493
1.8765,11096021.0,0.1498
1.8749,11090859.0,0.1517
1.8744,11089007.0,0.1523
1.8723,11081267.0,0.1548
1.8778,11099890.0,0.1558
1.8841,11109686.0,0.1569
1.8869,11114022.0,0.1574
1.8926,11148759.0,0.1569
1.902,11191937.0,0.156
1.9027,11203923.0,0.1559
1.9040000000000001,11229452.0,0.1557
1.9071,11295497.0,0.1553
1.8834,11317589.0,0.1553
1.8799,11321840.0,0.1554
1.8442,11365151.0,0.1554
1.8358,11402177.0,0.1555
1.8275,11442356.0,0.1555
1.8218,11470185.0,0.1555
1.8307,11503091.0,0.1547
1.8455,11555425.0,0.1534
1.8459,11554233.0,0.153
1.8482,11547962.0,0.1508
1.8526,11533177.0,0.1466
1.8521,11548055.0,0.1441
1.8521,11548376.0,0.1441
1.8511,11590948.0,0.1398
1.8509,11682686.0,0.1394
1.8507,11771688.0,0.1391
1.8506,11865060.0,0.1387
1.8487,11968571.0,0.1394
1.8456,12153045.0,0.1407
1.8456,12154466.0,0.1407
1.8385,12226648.0,0.1395
1.8268,12335420.0,0.1376
1.8228,12420196.0,0.1337
1.8218,12439656.0,0.1328
1.8136,12577956.0,0.125
1.8115,12690125.0,0.1192
1.8102,12751257.0,0.1154
1.808,12848362.0,0.1096
1.8105,12963808.0,0.1047
1.8141,13124024.0,0.0975
1.8146,13143883.0,0.0966
1.8319,13258313.0,0.0945
1.861,13440088.0,0.0909
1.8621,13453582.0,0.0912
1.8626,13460976.0,0.0913
1.8654,13495221.0,0.092
1.8639,13517435.0,0.0948
1.8632,13530351.0,0.0961
1.8614,13562463.0,0.0994
1.8559,13566421.0,0.1049
1.8487,13583814.0,0.1121
1.8468,13588460.0,0.114
1.8445,13581545.0,0.1193
1.8406,13568882.0,0.128
1.8366,13550153.0,0.1296
1.8323,13529937.0,0.1312
1.8189,13435902.0,0.1366
1.8130000000000002,13393477.0,0.13699999999999998
1.8112,13375026.0,0.1371
1.8034,13294711.0,0.1377
1.7982,13276984.0,0.1361
1.7923,13263623.0,0.1342
1.7897,13257538.0,0.1334
1.7905,13265323.0,0.1312
1.7919999999999998,13326189.0,0.1276
1.7932,13329729.0,0.1268
1.7958,13337502.0,0.1252
1.8022,13391680.0,0.1212
1.8128,13453712.0,0.1179
1.8142,13462965.0,0.1174
1.8303,13562840.0,0.1124
1.8395,13608395.0,0.1084
1.8484,13645662.0,0.1046
1.8546,13671949.0,0.1019
1.8713,13750500.0,0.0999
1.899,13847925.0,0.0966
1.8999,13847396.0,0.0968
1.9048,13844417.0,0.0978
1.9143,13821836.0,0.0996
1.9125,13704872.0,0.1015
1.9124,13701703.0,0.1016
1.9093,13479117.0,0.1048
1.8945,13225980.0,0.1063
1.8831,13026686.0,0.1075
1.8713,12821667.0,0.1087
1.8747,12578509.0,0.1099
1.8799,12214246.0,0.1117
1.88,12209989.0,0.1117
1.8883,12043667.0,0.1121
1.9016,11824948.0,0.1129
1.9017,11796422.0,0.11199999999999999
1.9017,11789612.0,0.1118
1.9019,11767315.0,0.1099
1.9065,11841401.0,0.1077
1.9094,11871823.0,0.1064
1.9140000000000001,11920710.0,0.1042
1.9154,11996934.0,0.1017
1.9173,12051776.0,0.0981
1.9176,12058811.0,0.0976
1.9176,12139689.0,0.0968
1.9176,12240936.0,0.0956
1.9147,12265707.0,0.0967
1.9131,12279782.0,0.0974
1.9056,12384241.0,0.1003
1.8989,12358010.0,0.10300000000000001
1.8957,12356329.0,0.1043
1.8878,12352101.0,0.1076
1.8839,12321705.0,0.111
1.8788,12304982.0,0.1155
1.8775,12300411.0,0.1167
1.8824,12243223.0,0.1202
1.8904,12170262.0,0.1259
1.8865,12157917.0,0.1269
1.8822,12144268.0,0.1281
1.8688,12096492.0,0.1317
1.8593,12090308.0,0.1323
1.8564,12082674.0,0.1325
1.8436,12048493.0,0.1334
1.8372,12059890.0,0.1329
1.8299,12042502.0,0.1322
1.8266,12034438.0,0.1319
1.8219999999999998,12018472.0,0.1299
1.8145,11966214.0,0.1266
1.8141,11950744.0,0.1262
1.8132,11915720.0,0.1253
1.8111,11826247.0,0.1232
1.8273,11750761.0,0.1236
1.8295,11741508.0,0.1237
1.8539,11636582.0,0.1243
1.8522,11512452.0,0.1252
1.8505,11411759.0,0.1261
1.8493,11340591.0,0.1268
1.854,11185471.0,0.1275
1.8615,10956678.0,0.1287
1.8628,10938924.0,0.1287
1.8708,10831304.0,0.1288
1.8858,10629818.0,0.1291
1.8798,10540353.0,0.1294
1.8796,10537305.0,0.1294
1.8696,10387920.0,0.1298
1.8686,10340440.0,0.1314
1.8678,10306283.0,0.1326
1.8669,10269772.0,0.134
1.8675,10239917.0,0.1367
1.8685,10222066.0,0.1411
1.8685,10221785.0,0.1411
1.8683,10196027.0,0.14300000000000002
1.8678,10180999.0,0.1461
1.8601,10177341.0,0.1467
1.8582,10176439.0,0.1469
1.8426,10165290.0,0.1483
1.8459999999999999,10213706.0,0.1482
1.8482,10233540.0,0.1482
1.8518,10265980.0,0.1481
1.8586,10318758.0,0.1468
1.8685,10377822.0,0.1448
1.8699,10385745.0,0.1446
1.8752,10398733.0,0.1418
1.8840000000000001,10427098.0,0.1372
1.8778,10396702.0,0.1358
1.8743,10379210.0,0.1349
1.8584,10317252.0,0.131
1.8399,10220553.0,0.131
1.8315,10176125.0,0.131
1.8102,10063388.0,0.131
1.8031,9972812.0,0.1337
1.7941,9852309.0,0.1372
1.7917,9819129.0,0.1381
1.7844,9731416.0,0.1439
1.7726,9597443.0,0.1533
1.768,9553905.0,0.155
1.7628,9504634.0,0.1571
1.7471,9367439.0,0.1634
1.7537,9419083.0,0.1609
1.7556,9441406.0,0.1602
1.7646,9545250.0,0.1569
1.7783,9727567.0,0.1537
1.7941,9980918.0,0.1503
1.8017,10103148.0,0.1486
1.8041,10382278.0,0.1468
1.8082,10893555.0,0.1439
1.8046,10986770.0,0.1438
1.7959,11208641.0,0.1437
1.7746,11723407.0,0.1433
1.7783,11986075.0,0.1422
1.7788,12014751.0,0.1421
1.7788,12015117.0,0.1421
1.7846,12373281.0,0.1406
1.8057,12563358.0,0.1374
1.8262,12731586.0,0.1344
1.8414,12856390.0,0.1322
1.8585,12939661.0,0.1281
1.8869999999999998,13078890.0,0.1213
1.8863,13073553.0,0.1206
1.8817,13039104.0,0.1161
1.8731,12931446.0,0.1074
1.8481,12947443.0,0.1032
1.8471,12948120.0,0.10300000000000001
1.8041,12896947.0,0.0958
1.8284,13059351.0,0.0951
1.848,13156592.0,0.0946
1.8701,13265849.0,0.094
1.9079,13327298.0,0.0992
1.9708,13436196.0,0.1075
1.9721,13438514.0,0.1077
1.9744,13119322.0,0.11900000000000001
1.9781,12675051.0,0.1376
1.9618,12420247.0,0.1447
1.9577,12355166.0,0.1465
1.9259,11888658.0,0.1611
1.8858,11484344.0,0.1651
1.8622,11237702.0,0.1675
1.825,10849358.0,0.1715
1.8363,10879380.0,0.1728
1.8528,10922021.0,0.1747
1.8551,10927977.0,0.1749
1.8692,10965507.0,0.1737
1.8928,11099780.0,0.1717
1.8887,11080525.0,0.1706
1.8863,11069093.0,0.1699
1.8758,11070391.0,0.1668
1.8843,11157218.0,0.1645
1.8882,11190285.0,0.1634
1.8985,11278064.0,0.1605
1.9045,11334211.0,0.1597
1.9123,11358813.0,0.1585
1.9145,11365868.0,0.1582
1.919,11386470.0,0.1593
1.9263,11408347.0,0.1611
1.9126,11403300.0,0.1613
1.8966,11397379.0,0.1615
1.8475,11426608.0,0.1621
1.8555,11469738.0,0.1618
1.8579,11489548.0,0.1617
1.8689,11584155.0,0.1612
1.8780000000000001,11548559.0,0.1599
1.8880000000000001,11517133.0,0.1584
1.8927,11502196.0,0.1577
1.8877,11484329.0,0.1547
1.8796,11421165.0,0.1498
1.8718,11420236.0,0.1487
1.8530000000000002,11418042.0,0.1462
1.8094,11351309.0,0.1403
1.8112,11366903.0,0.1387
1.8114,11365514.0,0.1385
1.8141,11347791.0,0.136
1.8232,11319726.0,0.1368
1.8318,11291255.0,0.1374
1.8382,11270088.0,0.1379
1.8464,11129260.0,0.1398
1.8597,10917343.0,0.1429
1.8594,10896401.0,0.1431
1.8573,10753450.0,0.1442
1.8535,10547096.0,0.1464
1.85,10537469.0,0.1467
1.8498,10536989.0,0.1467
1.8438,10604595.0,0.1472
1.8359,10657005.0,0.1469
1.8296,10735107.0,0.1467
1.8227,10822066.0,0.1465
1.8081,10853182.0,0.1447
1.7849,10911559.0,0.142
1.7843,10912982.0,0.1419
1.7686,10952322.0,0.1379
1.7432,10950064.0,0.1314
1.7417,10963756.0,0.1281
1.7413,10967487.0,0.1272
1.7381,10924732.0,0.1202
1.7369999999999999,10991510.0,0.1194
1.7363,11017814.0,0.11900000000000001
1.7351,11062628.0,0.1181
1.7379,11123611.0,0.1202
1.7419,11208257.0,0.1232
1.7425,11220557.0,0.1237
1.7344,11211450.0,0.1259
1.7211,11194459.0,0.1295
1.7232,11153744.0,0.13
1.7245,11128837.0,0.1303
1.73,11012388.0,0.1318
1.7312,10958816.0,0.1314
1.7317,10932424.0,0.1313
1.7331,10861665.0,0.1308
1.7319,10779358.0,0.1302
1.7305,10677827.0,0.1294
1.7301,10648278.0,0.1292
1.729,10581808.0,0.1291
1.7274,10493232.0,0.129
1.7259,10514413.0,0.1289
1.7241,10540152.0,0.1287
1.7186,10658504.0,0.1281
1.7247,10841010.0,0.128
1.7265,10899282.0,0.128
1.7352,11192458.0,0.1278
1.7391,11357456.0,0.1275
1.7436,11551957.0,0.1271
1.7458,11648906.0,0.1269
1.7556,11727552.0,0.1256
1.7719999999999998,11839833.0,0.1235
1.7693,11830231.0,0.1231
1.7624,11806365.0,0.1222
1.7468,11738309.0,0.1202
1.7329,11778734.0,0.1192
1.7313,11782524.0,0.11900000000000001
1.7098,11834475.0,0.1174
1.7093,11855542.0,0.1173
1.7088,11869007.0,0.1172
1.7085,11879154.0,0.1171
1.7019,11815639.0,0.1179
1.6911,11701994.0,0.1191
1.6903,11701167.0,0.11900000000000001
1.6843,11695158.0,0.1184
1.6732,11701524.0,0.1172
1.6672,11844025.0,0.113
1.6668,11852304.0,0.1127
1.6561,12146375.0,0.1054
1.6658,12378715.0,0.1006
1.6736,12556957.0,0.0969
1.6826,12764164.0,0.0928
1.6894,12702521.0,0.0951
1.7001,12511090.0,0.0988
1.7004,12505506.0,0.099
1.7273,12237417.0,0.1087
1.7694,11699785.0,0.1247
1.767,11543402.0,0.1319
1.7663,11499466.0,0.134
1.7614,11171853.0,0.1492
1.7793,11087803.0,0.1543
1.7901,11068335.0,0.1573
1.8088,11034747.0,0.1626
1.8015,10985763.0,0.1643
1.791,10980438.0,0.1667
1.7895,10979650.0,0.1671
1.7755,10921190.0,0.1667
1.7528,10831244.0,0.166
1.7402,10745631.0,0.1661
1.7324,10692122.0,0.1662
1.7,10459368.0,0.1664
1.6864,10306012.0,0.16699999999999998
1.6806,10241450.0,0.1673
1.6649,10067800.0,0.1681
1.6643,10001455.0,0.166
1.6635,9921802.0,0.1633
1.6633,9898088.0,0.1625
1.6638,9913134.0,0.1593
1.6646,9940646.0,0.1539
1.6642,9970010.0,0.153
1.6637,10006735.0,0.1518
1.662,10132682.0,0.1484
1.6708,10221698.0,0.1488
1.6732,10252438.0,0.1489
1.6855,10409729.0,0.1495
1.7054,10550038.0,0.1493
1.7277,10736384.0,0.149
1.739,10830860.0,0.1489
1.7638,11099226.0,0.1437
1.8067,11602625.0,0.1351
1.8090000000000002,11711147.0,0.1327
1.8151,11998959.0,0.1264
1.8298,12698764.0,0.1121
1.7915,12782006.0,0.1026
1.7874,12787780.0,0.1016
1.7285,12871856.0,0.087
1.7038,12795578.0,0.0812
1.6812,12676553.0,0.0757
1.6642,12586954.0,0.0716
1.6574,12400062.0,0.0725
1.6465,12038299.0,0.07400000000000001
1.6482,12027682.0,0.0746
1.6621,11944155.0,0.0792
1.6874,11758034.0,0.0878
1.6964,11653194.0,0.0954
1.6969999999999998,11646411.0,0.0959
1.7126,11454700.0,0.1094
1.7064,11290316.0,0.1221
1.7017,11165621.0,0.1318
1.6964,11024269.0,0.14300000000000002
1.6969,10927711.0,0.1539
1.6977,10804665.0,0.1713
1.6978,10800526.0,0.1719
1.693,10748891.0,0.1744
1.6853,10725964.0,0.1786
1.6789,10723817.0,0.1784
1.6769999999999998,10723206.0,0.1784
1.6635,10753042.0,0.1779
1.65,10648293.0,0.1767
1.6421,10573568.0,0.17600000000000002
1.6284,10445208.0,0.1748
1.6689,10512745.0,0.1734
1.7276,10563480.0,0.1713
1.7368,10571456.0,0.171
1.7178,10375044.0,0.1698
1.6877,10054875.0,0.1678
1.6832,9981412.0,0.1669
1.6802,9933943.0,0.1663
1.6681,9779213.0,0.1638
1.6478,9657574.0,0.1619
1.6391,9613941.0,0.1611
1.6153,9493512.0,0.1588
1.6186,9449290.0,0.158
1.6226,9407698.0,0.157
1.6238,9394995.0,0.1567
1.6327,9524503.0,0.1566
1.6477,9762427.0,0.1563
1.6656,9897535.0,0.1566
1.6892,10075385.0,0.157
1.7630000000000001,10641306.0,0.158
1.7901,10935251.0,0.1593
1.7975,11016610.0,0.1596
1.8376,11457755.0,0.1615
1.8362,11535524.0,0.162
1.8346,11612566.0,0.1625
1.8337,11651874.0,0.1627
1.8297,11684505.0,0.1616
1.8230000000000002,11716182.0,0.1598
1.8219999999999998,11729849.0,0.1588
1.8195,11766578.0,0.1558
1.8137,11843589.0,0.1493
1.8011,11936816.0,0.1421
1.7999,11948468.0,0.1414
1.7801,12133223.0,0.1304
1.7716,12219984.0,0.1242
1.7637,12322420.0,0.1185
1.7574,12402766.0,0.1141
1.749,12436104.0,0.1137
1.7351,12466657.0,0.113
1.7362,12456994.0,0.1134
1.7454,12376160.0,0.11699999999999999
1.7618,12151283.0,0.1236
1.7579,12004790.0,0.1282
1.7576,11994238.0,0.1285
1.751,11673592.0,0.1365
1.7495,11532312.0,0.1372
1.7485,11426148.0,0.1378
1.7473,11303575.0,0.1384
1.7388,11239078.0,0.1338
1.7255,11177202.0,0.1265
1.725,11174818.0,0.1262
1.7255,11229112.0,0.1214
1.7264,11360587.0,0.1136
1.7271,11372389.0,0.1136
1.7273,11376008.0,0.1136
1.7288,11395176.0,0.1137
1.7305,11324390.0,0.11699999999999999
1.7314,11272669.0,0.11900000000000001
1.7331,11181449.0,0.1226
1.7341,11104719.0,0.1262
1.7356,10985472.0,0.1313
1.7359,10966504.0,0.1321
1.7345,10894945.0,0.1365
1.7322,10777625.0,0.1437
1.7367,10760041.0,0.1464
1.7398,10748226.0,0.1482
1.7522,10725847.0,0.1556
1.742,10699352.0,0.1562
1.7377,10708635.0,0.1565
1.7253,10735189.0,0.1573
1.7291,10861244.0,0.152
1.734,11104848.0,0.1455
1.7355,11182697.0,0.1434
1.736,11512776.0,0.1338
1.7368,12117157.0,0.1179
1.7328,12278714.0,0.1132
1.7275,12495565.0,0.107
1.7114,13044047.0,0.0892
1.6924,13153350.0,0.0816
1.6875,13156816.0,0.0796
1.661,13175585.0,0.0691
1.6375,12910230.0,0.0673
1.6130000000000002,12565635.0,0.0653
1.6008,12392567.0,0.0643
1.6262,11965711.0,0.0683
1.6651,11286113.0,0.0747
1.6758,11208823.0,0.0765
1.7052,10998493.0,0.0811
1.7683,10566625.0,0.0916
1.7734,10429574.0,0.0961
1.7739,10420111.0,0.0966
1.7818,10260796.0,0.1036
1.7905,10261428.0,0.1059
1.7986,10300101.0,0.10800000000000001
1.805,10331010.0,0.1096
1.8019999999999998,10336882.0,0.1111
1.7969,10382684.0,0.1135
1.7971,10388972.0,0.1136
1.7995,10446814.0,0.1142
1.8038,10565260.0,0.1154
1.8039,10610501.0,0.1145
1.8039,10614186.0,0.1145
1.804,10689734.0,0.113
1.8056,10713519.0,0.1113
1.8067,10728420.0,0.1101
1.8081,10746172.0,0.1086
1.8138,10779356.0,0.1082
1.8227,10857120.0,0.1076
1.8231,10860473.0,0.1075
1.8121,10943836.0,0.10800000000000001
1.7937,11146678.0,0.1089
1.7790000000000001,11287047.0,0.1074
1.7742,11332210.0,0.1069
1.7414,11655214.0,0.1035
1.7317,11967524.0,0.0979
1.7259,12129043.0,0.0945
1.7149,12431979.0,0.0885
1.7123,12574406.0,0.0855
1.7085,12669112.0,0.0813
1.7078,12685090.0,0.0806
1.7158,12628131.0,0.0834
1.7287,12485872.0,0.08800000000000001
1.7352,12374583.0,0.0901
1.7396,12298520.0,0.0915
1.7571,12034148.0,0.0973
1.7676,11962216.0,0.1009
1.7719999999999998,11950178.0,0.1024
1.7848,11914938.0,0.1069
1.7967,11993344.0,0.1099
1.8116,12131480.0,0.1137
1.8165,12176493.0,0.1149
1.8064,12265948.0,0.1164
1.7895,12405019.0,0.1189
1.7923,12420267.0,0.1189
1.7962,12440915.0,0.1188
1.8072,12453613.0,0.1186
1.8005,12440975.0,0.1175
1.7988,12433849.0,0.1172
1.7896,12394511.0,0.1156
1.7906,12364858.0,0.1146
1.7918,12353741.0,0.1136
1.7923,12347866.0,0.1131
1.7976,12342209.0,0.1123
1.8062,12411212.0,0.1111
1.8036,12434739.0,0.1105
1.7961,12502517.0,0.1089
1.7793,12697632.0,0.1051
1.7849,12968763.0,0.1012
1.7854,12989565.0,0.1008
1.7944,13382863.0,0.0947
1.7858,13612343.0,0.0892
1.7778,13761437.0,0.0841
1.7712,13884440.0,0.08
1.7530000000000001,13911259.0,0.0751
1.7226,13848444.0,0.0669
1.7236,13829176.0,0.0667
1.7329,13640144.0,0.0645
1.7496,13273814.0,0.0604
1.7352,12908640.0,0.065
1.734,12876738.0,0.0655
1.7098,12286847.0,0.0738
1.7152,11927666.0,0.0854
1.719,11699938.0,0.0941
1.7235,11434019.0,0.1045
1.7157,11243430.0,0.1107
1.7037,11019637.0,0.1203
1.7031,11009212.0,0.1208
1.7011,10968329.0,0.1214
1.6977,10931068.0,0.1225
1.6976,10975751.0,0.1213
1.6976,10990581.0,0.1209
1.6974,11088912.0,0.1183
1.7036,11179593.0,0.1169
1.7072,11233498.0,0.1161
1.714,11334260.0,0.1146
1.7204,11398706.0,0.1136
1.7294,11494006.0,0.1122
1.7309999999999999,11510507.0,0.1119
1.7369,11570731.0,0.1121
1.7466,11647299.0,0.1124
1.7476,11673448.0,0.1142
1.7484,11692052.0,0.1154
1.7513,11735712.0,0.1205
1.7708,11723532.0,0.1249
1.7789,11714039.0,0.1267
1.8029,11685572.0,0.1321
1.7973,11617114.0,0.1342
1.7903,11538437.0,0.1368
1.7881,11512639.0,0.1377
1.7796,11442248.0,0.1379
1.7659,11333859.0,0.1383
1.7623,11313716.0,0.138
1.7572,11285716.0,0.1376
1.743,11221667.0,0.1364
1.7448,11222009.0,0.1354
1.7453,11224382.0,0.1352
1.7479,11237924.0,0.1339
1.7517,11261363.0,0.1329
1.7557,11308495.0,0.1319
1.7579,11333817.0,0.1313
1.7547,11439041.0,0.1294
1.7495,11670140.0,0.1263
1.7473,11715567.0,0.1253
1.7408,11852343.0,0.1224
1.7262,12158725.0,0.11599999999999999
1.7201,12338659.0,0.1103
1.7196,12349124.0,0.1099
1.7096,12563812.0,0.10099999999999999
1.7051,12663389.0,0.0955
1.7009999999999998,12708423.0,0.0905
1.6976,12745770.0,0.0865
1.6949,12702653.0,0.0842
1.6905,12626488.0,0.0804
1.6926,12614331.0,0.0809
1.715,12484432.0,0.086
1.7546,12294487.0,0.0951
1.7381,12188501.0,0.1045
1.7365,12178241.0,0.1054
1.7075,11994104.0,0.1224
1.7456,11926366.0,0.1269
1.7734,11866601.0,0.1303
1.8074,11793553.0,0.1344
1.7973,11684598.0,0.1341
1.7817,11498862.0,0.1336
1.7809,11489213.0,0.1336
1.7778,11426720.0,0.1318
1.7728,11328212.0,0.1288
1.7652,11293301.0,0.1283
1.7625,11281353.0,0.1282
1.7456,11232872.0,0.127
1.7475,11215044.0,0.1279
1.7487,11217701.0,0.1284
1.7508,11222714.0,0.1293
1.7561,11267452.0,0.1297
1.7636,11350588.0,0.1303
1.7649,11365466.0,0.1303
1.7736,11452079.0,0.129
1.788,11583902.0,0.1267
1.79,11632859.0,0.1243
1.7914,11668844.0,0.1226
1.7971,11786799.0,0.1157
1.8033,11858060.0,0.1133
1.8059,11886308.0,0.1123
1.8138,11973945.0,0.1092
1.8151,11994186.0,0.1116
1.8168,12040854.0,0.1146
1.8173,12056651.0,0.1156
1.8162,12032877.0,0.1205
1.8145,12024325.0,0.1285
1.8101,11990736.0,0.1293
1.8039,11943017.0,0.1306
1.787,11814519.0,0.1341
1.7705,11756059.0,0.1318
1.7666,11738002.0,0.1313
1.7437,11632220.0,0.128
1.7356,11684805.0,0.1235
1.7268,11711690.0,0.1187
1.722,11726502.0,0.11599999999999999
1.7255,11847258.0,0.1112
1.7315,12018737.0,0.1033
1.7349,12028345.0,0.1022
1.7456,12058264.0,0.0987
1.7692,12137300.0,0.0912
1.778,12089361.0,0.0884
1.7786,12087402.0,0.0882
1.7923,12043774.0,0.0838
1.7743,11793299.0,0.084
1.7588,11589023.0,0.0842
1.7462,11424105.0,0.0843
1.7522,11354037.0,0.0873
1.7619,11243001.0,0.0923
1.7613,11235564.0,0.0926
1.755,11148325.0,0.0965
1.744,10991219.0,0.1034
1.7539,11038861.0,0.1066
1.755,11043945.0,0.1069
1.7732,11139857.0,0.1128
1.7912,11263760.0,0.1152
1.8046,11357554.0,0.11699999999999999
1.8217,11477022.0,0.1192
1.837,11599152.0,0.1214
1.8615,11802414.0,0.1249
1.8629,11814191.0,0.1251
1.8813,11994780.0,0.1291
1.9128,12290227.0,0.1358
1.9181,12338293.0,0.139
1.92,12355515.0,0.1402
1.932,12423943.0,0.1476
1.9336,12417164.0,0.1495
1.9345,12398045.0,0.1507
1.9362,12361246.0,0.1528
1.9255,12226981.0,0.1537
1.911,12032819.0,0.1549
1.9083,11997576.0,0.1551
1.9015,11845879.0,0.156
1.8906,11630161.0,0.1573
1.8833,11542126.0,0.157
1.8778,11476654.0,0.1568
1.8575,11265190.0,0.1559
1.8364,11164097.0,0.1534
1.8282,11130340.0,0.1524
1.8025,11025675.0,0.1492
1.7841,10919363.0,0.1452
1.7619999999999998,10811578.0,0.1404
1.7545,10775006.0,0.1387
1.7482,10757949.0,0.1334
1.7379,10750383.0,0.1246
1.732,10750042.0,0.12300000000000001
1.7233,10749504.0,0.1205
1.6996,10741604.0,0.1138
1.6908,10817135.0,0.1123
1.6887,10830954.0,0.11199999999999999
1.6761,10916317.0,0.1099
